nonce,entropy,uniqueness,zero_density,pattern_score,is_valid
3535576322,0,0,0,0,0
3535576066,0,0,0,0,0
3535575810,0,0,0,0,0
3535575554,0,0,0,0,0
3535575298,0,0,0,0,0
3535575042,0,0,0,0,0
3535574786,0,0,0,0,0
3535574530,0,0,0,0,0
3535574274,0,0,0,0,0
3535574018,0,0,0,0,0
3535573762,0,0,0,0,0
3535573506,0,0,0,0,0
3535573250,0,0,0,0,0
3535572994,0,0,0,0,0
3535572738,0,0,0,0,0
3535572482,0,0,0,0,0
3535572226,0,0,0,0,0
3535571970,0,0,0,0,0
3535571714,0,0,0,0,0
3535571458,0,0,0,0,0
3535571202,0,0,0,0,0
3535570946,0,0,0,0,0
3535570690,0,0,0,0,0
3535570434,0,0,0,0,0
3535570178,0,0,0,0,0
3535569922,0,0,0,0,0
3535569666,0,0,0,0,0
3535569410,0,0,0,0,0
3535569154,0,0,0,0,0
3535568898,0,0,0,0,0
3535535874,0,0,0,0,0
3535535618,0,0,0,0,0
3535535362,0,0,0,0,0
3535535106,0,0,0,0,0
3535534850,0,0,0,0,0
3535534594,0,0,0,0,0
3535534338,0,0,0,0,0
3535534082,0,0,0,0,0
3535533826,0,0,0,0,0
3535533570,0,0,0,0,0
3535533314,0,0,0,0,0
3535533058,0,0,0,0,0
3535532802,0,0,0,0,0
3535532546,0,0,0,0,0
3535532290,0,0,0,0,0
3535532034,0,0,0,0,0
3535531778,0,0,0,0,0
3535531522,0,0,0,0,0
3535531266,0,0,0,0,0
3535531010,0,0,0,0,0
3535530754,0,0,0,0,0
3535530498,0,0,0,0,0
3535530242,0,0,0,0,0
3535529986,0,0,0,0,0
3535529730,0,0,0,0,0
3535529474,0,0,0,0,0
3535529218,0,0,0,0,0
3535528962,0,0,0,0,0
3535528706,0,0,0,0,0
3535528450,0,0,0,0,0
3535528194,0,0,0,0,0
3535527938,0,0,0,0,0
3535527682,0,0,0,0,0
3535527426,0,0,0,0,0
3535527170,0,0,0,0,0
3535526914,0,0,0,0,0
3535526658,0,0,0,0,0
3535526402,0,0,0,0,0
3535526146,0,0,0,0,0
3535525890,0,0,0,0,0
3535525634,0,0,0,0,0
3535525378,0,0,0,0,0
3535525122,0,0,0,0,0
3535524866,0,0,0,0,0
3535524610,0,0,0,0,0
3535524354,0,0,0,0,0
3535524098,0,0,0,0,0
3535523842,0,0,0,0,0
3535523586,0,0,0,0,0
3535523330,0,0,0,0,0
3535523074,0,0,0,0,0
3535522818,0,0,0,0,0
3535522562,0,0,0,0,0
3535522306,0,0,0,0,0
3535522050,0,0,0,0,0
3535521794,0,0,0,0,0
3535521538,0,0,0,0,0
3535521282,0,0,0,0,0
3535521026,0,0,0,0,0
3535520770,0,0,0,0,0
3535520514,0,0,0,0,0
3535520258,0,0,0,0,0
3535520002,0,0,0,0,0
3535519746,0,0,0,0,0
3535519490,0,0,0,0,0
3535519234,0,0,0,0,0
3535518978,0,0,0,0,0
3535518722,0,0,0,0,0
3535518466,0,0,0,0,0
3535518210,0,0,0,0,0
3535517954,0,0,0,0,0
3535517698,0,0,0,0,0
3535517442,0,0,0,0,0
3535517186,0,0,0,0,0
3535516930,0,0,0,0,0
3535516674,0,0,0,0,0
3535516418,0,0,0,0,0
3535516162,0,0,0,0,0
3535515906,0,0,0,0,0
3535515650,0,0,0,0,0
3535515394,0,0,0,0,0
3535515138,0,0,0,0,0
3535514882,0,0,0,0,0
3535514626,0,0,0,0,0
3535514370,0,0,0,0,0
3535514114,0,0,0,0,0
3535513858,0,0,0,0,0
3535513602,0,0,0,0,0
3535513346,0,0,0,0,0
3535513090,0,0,0,0,0
3535512834,0,0,0,0,0
3535512578,0,0,0,0,0
3535512322,0,0,0,0,0
3535512066,0,0,0,0,0
3535511810,0,0,0,0,0
3535511554,0,0,0,0,0
3535511298,0,0,0,0,0
3535511042,0,0,0,0,0
3535510786,0,0,0,0,0
3535510530,0,0,0,0,0
3535510274,0,0,0,0,0
3535510018,0,0,0,0,0
3535509762,0,0,0,0,0
3535509506,0,0,0,0,0
3535509250,0,0,0,0,0
3535508994,0,0,0,0,0
3535508738,0,0,0,0,0
3535508482,0,0,0,0,0
3535508226,0,0,0,0,0
3535507970,0,0,0,0,0
3535507714,0,0,0,0,0
3535507458,0,0,0,0,0
3535507202,0,0,0,0,0
3535506946,0,0,0,0,0
3535506690,0,0,0,0,0
3535506434,0,0,0,0,0
3535506178,0,0,0,0,0
3535505922,0,0,0,0,0
3535505666,0,0,0,0,0
3535505410,0,0,0,0,0
3535505154,0,0,0,0,0
3535504898,0,0,0,0,0
3535504642,0,0,0,0,0
3535504386,0,0,0,0,0
3535504130,0,0,0,0,0
3535503874,0,0,0,0,0
3535503618,0,0,0,0,0
3535503362,0,0,0,0,0
3535470338,0,0,0,0,0
3535470082,0,0,0,0,0
3535469826,0,0,0,0,0
3535469570,0,0,0,0,0
3535469314,0,0,0,0,0
3535469058,0,0,0,0,0
3535468802,0,0,0,0,0
3535468546,0,0,0,0,0
3535468290,0,0,0,0,0
3535468034,0,0,0,0,0
3535467778,0,0,0,0,0
3535467522,0,0,0,0,0
3535467266,0,0,0,0,0
3535467010,0,0,0,0,0
3535466754,0,0,0,0,0
3535466498,0,0,0,0,0
3535466242,0,0,0,0,0
3535465986,0,0,0,0,0
3535465730,0,0,0,0,0
3535465474,0,0,0,0,0
3535465218,0,0,0,0,0
3535464962,0,0,0,0,0
3535464706,0,0,0,0,0
3535464450,0,0,0,0,0
3535464194,0,0,0,0,0
3535463938,0,0,0,0,0
3535463682,0,0,0,0,0
3535463426,0,0,0,0,0
3535463170,0,0,0,0,0
3535462914,0,0,0,0,0
3535462658,0,0,0,0,0
3535462402,0,0,0,0,0
3535462146,0,0,0,0,0
3535461890,0,0,0,0,0
3535461634,0,0,0,0,0
3535461378,0,0,0,0,0
3535461122,0,0,0,0,0
3535460866,0,0,0,0,0
3535460610,0,0,0,0,0
3535460354,0,0,0,0,0
3535460098,0,0,0,0,0
3535459842,0,0,0,0,0
3535459586,0,0,0,0,0
3535459330,0,0,0,0,0
3535459074,0,0,0,0,0
3535458818,0,0,0,0,0
3535458562,0,0,0,0,0
3535458306,0,0,0,0,0
3535458050,0,0,0,0,0
3535457794,0,0,0,0,0
3535457538,0,0,0,0,0
3535457282,0,0,0,0,0
3535457026,0,0,0,0,0
3535456770,0,0,0,0,0
3535456514,0,0,0,0,0
3535456258,0,0,0,0,0
3535456002,0,0,0,0,0
3535455746,0,0,0,0,0
3535455490,0,0,0,0,0
3535455234,0,0,0,0,0
3535454978,0,0,0,0,0
3535454722,0,0,0,0,0
3535454466,0,0,0,0,0
3535454210,0,0,0,0,0
3535453954,0,0,0,0,0
3535453698,0,0,0,0,0
3535453442,0,0,0,0,0
3535453186,0,0,0,0,0
3535452930,0,0,0,0,0
3535452674,0,0,0,0,0
3535452418,0,0,0,0,0
3535452162,0,0,0,0,0
3535451906,0,0,0,0,0
3535451650,0,0,0,0,0
3535451394,0,0,0,0,0
3535451138,0,0,0,0,0
3535450882,0,0,0,0,0
3535450626,0,0,0,0,0
3535450370,0,0,0,0,0
3535450114,0,0,0,0,0
3535449858,0,0,0,0,0
3535449602,0,0,0,0,0
3535449346,0,0,0,0,0
3535449090,0,0,0,0,0
3535448834,0,0,0,0,0
3535448578,0,0,0,0,0
3535448322,0,0,0,0,0
3535448066,0,0,0,0,0
3535447810,0,0,0,0,0
3535447554,0,0,0,0,0
3535447298,0,0,0,0,0
3535447042,0,0,0,0,0
3535446786,0,0,0,0,0
3535446530,0,0,0,0,0
3535446274,0,0,0,0,0
3535446018,0,0,0,0,0
3535445762,0,0,0,0,0
3535445506,0,0,0,0,0
3535445250,0,0,0,0,0
3535444994,0,0,0,0,0
3535444738,0,0,0,0,0
3535444482,0,0,0,0,0
3535444226,0,0,0,0,0
3535443970,0,0,0,0,0
3535443714,0,0,0,0,0
3535443458,0,0,0,0,0
3535443202,0,0,0,0,0
3535442946,0,0,0,0,0
3535442690,0,0,0,0,0
3535442434,0,0,0,0,0
3535442178,0,0,0,0,0
3535441922,0,0,0,0,0
3535441666,0,0,0,0,0
3535441410,0,0,0,0,0
3535441154,0,0,0,0,0
3535440898,0,0,0,0,0
3535440642,0,0,0,0,0
3535440386,0,0,0,0,0
3535440130,0,0,0,0,0
3535439874,0,0,0,0,0
3535439618,0,0,0,0,0
3535439362,0,0,0,0,0
3535439106,0,0,0,0,0
3535438850,0,0,0,0,0
3535438594,0,0,0,0,0
3535438338,0,0,0,0,0
3535438082,0,0,0,0,0
3535437826,0,0,0,0,0
3535404802,0,0,0,0,0
3535404546,0,0,0,0,0
3535404290,0,0,0,0,0
3535404034,0,0,0,0,0
3535403778,0,0,0,0,0
3535403522,0,0,0,0,0
3535403266,0,0,0,0,0
3535403010,0,0,0,0,0
3535402754,0,0,0,0,0
3535402498,0,0,0,0,0
3535402242,0,0,0,0,0
3535401986,0,0,0,0,0
3535401730,0,0,0,0,0
3535401474,0,0,0,0,0
3535401218,0,0,0,0,0
3535400962,0,0,0,0,0
3535400706,0,0,0,0,0
3535400450,0,0,0,0,0
3535400194,0,0,0,0,0
3535399938,0,0,0,0,0
3535399682,0,0,0,0,0
3535399426,0,0,0,0,0
3535399170,0,0,0,0,0
3535398914,0,0,0,0,0
3535398658,0,0,0,0,0
3535398402,0,0,0,0,0
3535398146,0,0,0,0,0
3535397890,0,0,0,0,0
3535397634,0,0,0,0,0
3535397378,0,0,0,0,0
3535397122,0,0,0,0,0
3535396866,0,0,0,0,0
3535396610,0,0,0,0,0
3535396354,0,0,0,0,0
3535396098,0,0,0,0,0
3535395842,0,0,0,0,0
3535395586,0,0,0,0,0
3535395330,0,0,0,0,0
3535395074,0,0,0,0,0
3535394818,0,0,0,0,0
3535394562,0,0,0,0,0
3535394306,0,0,0,0,0
3535394050,0,0,0,0,0
3535393794,0,0,0,0,0
3535393538,0,0,0,0,0
3535393282,0,0,0,0,0
3535393026,0,0,0,0,0
3535392770,0,0,0,0,0
3535392514,0,0,0,0,0
3535392258,0,0,0,0,0
3535392002,0,0,0,0,0
3535391746,0,0,0,0,0
3535391490,0,0,0,0,0
3535391234,0,0,0,0,0
3535390978,0,0,0,0,0
3535390722,0,0,0,0,0
3535390466,0,0,0,0,0
3535390210,0,0,0,0,0
3535389954,0,0,0,0,0
3535389698,0,0,0,0,0
3535389442,0,0,0,0,0
3535389186,0,0,0,0,0
3535388930,0,0,0,0,0
3535388674,0,0,0,0,0
3535388418,0,0,0,0,0
3535388162,0,0,0,0,0
3535387906,0,0,0,0,0
3535387650,0,0,0,0,0
3535387394,0,0,0,0,0
3535387138,0,0,0,0,0
3535386882,0,0,0,0,0
3535386626,0,0,0,0,0
3535386370,0,0,0,0,0
3535386114,0,0,0,0,0
3535385858,0,0,0,0,0
3535385602,0,0,0,0,0
3535385346,0,0,0,0,0
3535385090,0,0,0,0,0
3535384834,0,0,0,0,0
3535384578,0,0,0,0,0
3535384322,0,0,0,0,0
3535384066,0,0,0,0,0
3535383810,0,0,0,0,0
3535383554,0,0,0,0,0
3535383298,0,0,0,0,0
3535383042,0,0,0,0,0
3535382786,0,0,0,0,0
3535382530,0,0,0,0,0
3535382274,0,0,0,0,0
3535382018,0,0,0,0,0
3535381762,0,0,0,0,0
3535381506,0,0,0,0,0
3535381250,0,0,0,0,0
3535380994,0,0,0,0,0
3535380738,0,0,0,0,0
3535380482,0,0,0,0,0
3535380226,0,0,0,0,0
3535379970,0,0,0,0,0
3535379714,0,0,0,0,0
3535379458,0,0,0,0,0
3535379202,0,0,0,0,0
3535378946,0,0,0,0,0
3535378690,0,0,0,0,0
3535378434,0,0,0,0,0
3535378178,0,0,0,0,0
3535377922,0,0,0,0,0
3535377666,0,0,0,0,0
3535377410,0,0,0,0,0
3535377154,0,0,0,0,0
3535376898,0,0,0,0,0
3535376642,0,0,0,0,0
3535376386,0,0,0,0,0
3535376130,0,0,0,0,0
3535375874,0,0,0,0,0
3535375618,0,0,0,0,0
3535375362,0,0,0,0,0
3535375106,0,0,0,0,0
3535374850,0,0,0,0,0
3535374594,0,0,0,0,0
3535374338,0,0,0,0,0
3535374082,0,0,0,0,0
3535373826,0,0,0,0,0
3535373570,0,0,0,0,0
3535373314,0,0,0,0,0
3535373058,0,0,0,0,0
3535372802,0,0,0,0,0
3535372546,0,0,0,0,0
3535372290,0,0,0,0,0
3535339266,0,0,0,0,0
3535339010,0,0,0,0,0
3535338754,0,0,0,0,0
3535338498,0,0,0,0,0
3535338242,0,0,0,0,0
3535337986,0,0,0,0,0
3535337730,0,0,0,0,0
3535337474,0,0,0,0,0
3535337218,0,0,0,0,0
3535336962,0,0,0,0,0
3535336706,0,0,0,0,0
3535336450,0,0,0,0,0
3535336194,0,0,0,0,0
3535335938,0,0,0,0,0
3535335682,0,0,0,0,0
3535335426,0,0,0,0,0
3535335170,0,0,0,0,0
3535334914,0,0,0,0,0
3535334658,0,0,0,0,0
3535334402,0,0,0,0,0
3535334146,0,0,0,0,0
3535333890,0,0,0,0,0
3535333634,0,0,0,0,0
3535333378,0,0,0,0,0
3535333122,0,0,0,0,0
3535332866,0,0,0,0,0
3535332610,0,0,0,0,0
3535332354,0,0,0,0,0
3535332098,0,0,0,0,0
3535331842,0,0,0,0,0
3535331586,0,0,0,0,0
3535331330,0,0,0,0,0
3535331074,0,0,0,0,0
3535330818,0,0,0,0,0
3535330562,0,0,0,0,0
3535330306,0,0,0,0,0
3535330050,0,0,0,0,0
3535329794,0,0,0,0,0
3535329538,0,0,0,0,0
3535329282,0,0,0,0,0
3535329026,0,0,0,0,0
3535328770,0,0,0,0,0
3535328514,0,0,0,0,0
3535328258,0,0,0,0,0
3535328002,0,0,0,0,0
3535327746,0,0,0,0,0
3535327490,0,0,0,0,0
3535327234,0,0,0,0,0
3535326978,0,0,0,0,0
3535326722,0,0,0,0,0
3535326466,0,0,0,0,0
3535326210,0,0,0,0,0
3535325954,0,0,0,0,0
3535325698,0,0,0,0,0
3535325442,0,0,0,0,0
3535325186,0,0,0,0,0
3535324930,0,0,0,0,0
3535324674,0,0,0,0,0
3535324418,0,0,0,0,0
3535324162,0,0,0,0,0
3535323906,0,0,0,0,0
3535323650,0,0,0,0,0
3535323394,0,0,0,0,0
3535323138,0,0,0,0,0
3535322882,0,0,0,0,0
3535322626,0,0,0,0,0
3535322370,0,0,0,0,0
3535322114,0,0,0,0,0
3535321858,0,0,0,0,0
3535321602,0,0,0,0,0
3535321346,0,0,0,0,0
3535321090,0,0,0,0,0
3535320834,0,0,0,0,0
3535320578,0,0,0,0,0
3535320322,0,0,0,0,0
3535320066,0,0,0,0,0
3535319810,0,0,0,0,0
3535700482,0,0,0,0,0
3535700226,0,0,0,0,0
3535699970,0,0,0,0,0
3535666946,0,0,0,0,0
3535666690,0,0,0,0,0
3535666434,0,0,0,0,0
3535666178,0,0,0,0,0
3535665922,0,0,0,0,0
3535665666,0,0,0,0,0
3535665410,0,0,0,0,0
3535665154,0,0,0,0,0
3535664898,0,0,0,0,0
3535664642,0,0,0,0,0
3535664386,0,0,0,0,0
3535664130,0,0,0,0,0
3535663874,0,0,0,0,0
3535663618,0,0,0,0,0
3535663362,0,0,0,0,0
3535663106,0,0,0,0,0
3535662850,0,0,0,0,0
3535662594,0,0,0,0,0
3535662338,0,0,0,0,0
3535662082,0,0,0,0,0
3535661826,0,0,0,0,0
3535661570,0,0,0,0,0
3535661314,0,0,0,0,0
3535661058,0,0,0,0,0
3535660802,0,0,0,0,0
3535660546,0,0,0,0,0
3535660290,0,0,0,0,0
3535660034,0,0,0,0,0
3535659778,0,0,0,0,0
3535659522,0,0,0,0,0
3535659266,0,0,0,0,0
3535659010,0,0,0,0,0
3535658754,0,0,0,0,0
3535658498,0,0,0,0,0
3535658242,0,0,0,0,0
3535657986,0,0,0,0,0
3535657730,0,0,0,0,0
3535657474,0,0,0,0,0
3535657218,0,0,0,0,0
3535656962,0,0,0,0,0
3535656706,0,0,0,0,0
3535656450,0,0,0,0,0
3535656194,0,0,0,0,0
3535655938,0,0,0,0,0
3535655682,0,0,0,0,0
3535655426,0,0,0,0,0
3535655170,0,0,0,0,0
3535654914,0,0,0,0,0
3535654658,0,0,0,0,0
3535654402,0,0,0,0,0
3535654146,0,0,0,0,0
3535653890,0,0,0,0,0
3535653634,0,0,0,0,0
3535653378,0,0,0,0,0
3535653122,0,0,0,0,0
3535652866,0,0,0,0,0
3535652610,0,0,0,0,0
3535652354,0,0,0,0,0
3535652098,0,0,0,0,0
3535651842,0,0,0,0,0
3535651586,0,0,0,0,0
3535651330,0,0,0,0,0
3535651074,0,0,0,0,0
3535650818,0,0,0,0,0
3535650562,0,0,0,0,0
3535650306,0,0,0,0,0
3535650050,0,0,0,0,0
3535649794,0,0,0,0,0
3535649538,0,0,0,0,0
3535649282,0,0,0,0,0
3535649026,0,0,0,0,0
3535648770,0,0,0,0,0
3535648514,0,0,0,0,0
3535648258,0,0,0,0,0
3535648002,0,0,0,0,0
3535647746,0,0,0,0,0
3535647490,0,0,0,0,0
3535647234,0,0,0,0,0
3535646978,0,0,0,0,0
3535646722,0,0,0,0,0
3535646466,0,0,0,0,0
3535646210,0,0,0,0,0
3535645954,0,0,0,0,0
3535645698,0,0,0,0,0
3535645442,0,0,0,0,0
3535645186,0,0,0,0,0
3535644930,0,0,0,0,0
3535644674,0,0,0,0,0
3535644418,0,0,0,0,0
3535644162,0,0,0,0,0
3535643906,0,0,0,0,0
3535643650,0,0,0,0,0
3535643394,0,0,0,0,0
3535643138,0,0,0,0,0
3535642882,0,0,0,0,0
3535642626,0,0,0,0,0
3535642370,0,0,0,0,0
3535642114,0,0,0,0,0
3535641858,0,0,0,0,0
3535641602,0,0,0,0,0
3535641346,0,0,0,0,0
3535641090,0,0,0,0,0
3535640834,0,0,0,0,0
3535640578,0,0,0,0,0
3535640322,0,0,0,0,0
3535640066,0,0,0,0,0
3535639810,0,0,0,0,0
3535639554,0,0,0,0,0
3535639298,0,0,0,0,0
3535639042,0,0,0,0,0
3535638786,0,0,0,0,0
3535638530,0,0,0,0,0
3535638274,0,0,0,0,0
3535638018,0,0,0,0,0
3535637762,0,0,0,0,0
3535637506,0,0,0,0,0
3535637250,0,0,0,0,0
3535636994,0,0,0,0,0
3535636738,0,0,0,0,0
3535636482,0,0,0,0,0
3535636226,0,0,0,0,0
3535635970,0,0,0,0,0
3535635714,0,0,0,0,0
3535635458,0,0,0,0,0
3535635202,0,0,0,0,0
3535634946,0,0,0,0,0
3535634690,0,0,0,0,0
3535634434,0,0,0,0,0
3535601410,0,0,0,0,0
3535601154,0,0,0,0,0
3535600898,0,0,0,0,0
3535600642,0,0,0,0,0
3535600386,0,0,0,0,0
3535600130,0,0,0,0,0
3535599874,0,0,0,0,0
3535599618,0,0,0,0,0
3535599362,0,0,0,0,0
3535599106,0,0,0,0,0
3535598850,0,0,0,0,0
3535598594,0,0,0,0,0
3535598338,0,0,0,0,0
3535598082,0,0,0,0,0
3535597826,0,0,0,0,0
3535597570,0,0,0,0,0
3535597314,0,0,0,0,0
3535597058,0,0,0,0,0
3535596802,0,0,0,0,0
3535596546,0,0,0,0,0
3535596290,0,0,0,0,0
3535596034,0,0,0,0,0
3535595778,0,0,0,0,0
3535595522,0,0,0,0,0
3535595266,0,0,0,0,0
3535595010,0,0,0,0,0
3535594754,0,0,0,0,0
3535594498,0,0,0,0,0
3535594242,0,0,0,0,0
3535593986,0,0,0,0,0
3535593730,0,0,0,0,0
3535593474,0,0,0,0,0
3535593218,0,0,0,0,0
3535592962,0,0,0,0,0
3535592706,0,0,0,0,0
3535592450,0,0,0,0,0
3535592194,0,0,0,0,0
3535591938,0,0,0,0,0
3535591682,0,0,0,0,0
3535591426,0,0,0,0,0
3535591170,0,0,0,0,0
3535590914,0,0,0,0,0
3535590658,0,0,0,0,0
3535590402,0,0,0,0,0
3535590146,0,0,0,0,0
3535589890,0,0,0,0,0
3535589634,0,0,0,0,0
3535589378,0,0,0,0,0
3535589122,0,0,0,0,0
3535588866,0,0,0,0,0
3535588610,0,0,0,0,0
3535588354,0,0,0,0,0
3535588098,0,0,0,0,0
3535587842,0,0,0,0,0
3535587586,0,0,0,0,0
3535587330,0,0,0,0,0
3535587074,0,0,0,0,0
3535586818,0,0,0,0,0
3535586562,0,0,0,0,0
3535586306,0,0,0,0,0
3535586050,0,0,0,0,0
3535585794,0,0,0,0,0
3535585538,0,0,0,0,0
3535585282,0,0,0,0,0
3535585026,0,0,0,0,0
3535584770,0,0,0,0,0
3535584514,0,0,0,0,0
3535584258,0,0,0,0,0
3535584002,0,0,0,0,0
3535583746,0,0,0,0,0
3535583490,0,0,0,0,0
3535583234,0,0,0,0,0
3535582978,0,0,0,0,0
3535582722,0,0,0,0,0
3535582466,0,0,0,0,0
3535582210,0,0,0,0,0
3535581954,0,0,0,0,0
3535581698,0,0,0,0,0
